Operator,Active,Idle,Plugged,New,Unknown,Total
Nick L. Notterman,0,0,1,0,0,1
Nine Springs Oil Co.,0,0,1,0,0,1
NishPaul Oil Co.,0,0,1,0,0,1
Noah S Andrews,0,0,1,0,0,1
Noble H. Wible,0,0,1,0,0,1
Noble Oil Co.,0,0,1,0,0,1
Nordon Oil Corporation,0,0,1,0,0,1
Norman & Marie A Schmidt,0,0,1,0,0,1
Norman MacDonald,0,0,1,0,0,1
Norman P. Miller,0,0,1,0,0,1
Norris Road Venture,0,0,1,0,0,1
North Basin Expl. Corp.,0,0,1,0,0,1
North Central Oil Corp.,0,0,1,0,0,1
North Counties Dev. Co.,0,0,1,0,0,1
North Elk Oil,0,0,1,0,0,1
"North Kern Front Enterprises, Inc.",0,0,1,0,0,1
North Kern Oil Co.,0,0,1,0,0,1
North Star Gas Co.,0,0,1,0,0,1
North West Cuyama Oil Co.,0,0,1,0,0,1
Northern California Power Agency,0,0,1,0,0,1
Northern Consolidated Oil Co.,0,0,1,0,0,1
Northern Counties Petroleum Co.,0,0,1,0,0,1
Northern Oil & Gas Co.,0,0,1,0,0,1
Northlode Expl. Ltd.,0,0,1,0,0,1
Notre Dame Petroleum Company,0,0,1,0,0,1
NRM Petroleum Corporation,0,0,1,0,0,1
Nuevo Camulas Oil Co.,0,0,1,0,0,1
Nuevo Oil Co.,0,0,1,0,0,1
Nugent Driling Co.,0,0,1,0,0,1
Nuoil Co.,0,0,1,0,0,1
Nuwi-Bayshore LLC,0,0,1,0,0,1
O'Brien & Webber,0,0,1,0,0,1
O'Meara & Rogers Construction Co.,0,0,1,0,0,1
"O'Meara, Rogers & Siemon",0,0,1,0,0,1
O'Quinn & Hadley,0,0,1,0,0,1
O. & S. Oil Co.,0,0,1,0,0,1
"O. Biller, Oper.",0,0,1,0,0,1
"O. E. Mankin, C. H. Johnson, Emil A. J.",0,0,1,0,0,1
"O. F. W. Drilling Co., Inc.",0,0,1,0,0,1
O. G. Green,0,0,1,0,0,1
"O. H. Calhoun, Operator",0,0,1,0,0,1
O. H. Crabtree & Estate of R. F. Zingg,0,0,1,0,0,1
O. H. Griggs & Claude C. Sumter,0,0,1,0,0,1
O. K. Hearte,0,0,1,0,0,1
O. K. Hearte and Trace Harkness,0,0,1,0,0,1
O. L. Bolton Co.,0,0,1,0,0,1
"O. M. Slosson, Operator",0,0,1,0,0,1
O. R. Howard,0,0,1,0,0,1
O. R. Sickler,0,0,1,0,0,1
"Oak Room, Inc.",0,0,1,0,0,1
"Oakdale Oil Corp., Ltd.",0,0,1,0,0,1
Oakland-McKittrick Oil,0,0,1,0,0,1
Oakmont Petro. Syndicate,0,0,1,0,0,1
Oasis Oil Company,0,0,1,0,0,1
Obispo Oil Co. & Brookshire Oil Co.,0,0,1,0,0,1
Odell Petro. Corp.,0,0,1,0,0,1
Off & Campbell,0,0,1,0,0,1
Ohro Oil Co.,0,0,1,0,0,1
Oil Center Consolidated,0,0,1,0,0,1
Oil Dev. Corp.,0,0,1,0,0,1
"Oil Factors, Inc.",0,0,1,0,0,1
Oil Field Equipment Company,0,0,1,0,0,1
"Oil Group, Inc.",0,0,1,0,0,1
Oil Income Corp.,0,0,1,0,0,1
Oil Investment Co.,0,0,1,0,0,1
"Oil Producers, Ltd.",0,0,1,0,0,1
Oil Ridge Oil & Refining Co.,0,0,1,0,0,1
"Oil Search Corp., Ltd",0,0,1,0,0,1
"Oil Securities, Inc.",0,0,1,0,0,1
Oil Well Abandonment Co.,0,0,1,0,0,1
Oilfield Equipment & Supply Co.,0,0,1,0,0,1
Oilfield Rental & Sales Co.,0,0,1,0,0,1
Oilfields Trucking Co.,0,0,1,0,0,1
Ojai Pacific Corp.,0,0,1,0,0,1
Old Colony Trust No. 1,0,0,1,0,0,1
Old Mission Oil Co.,0,0,1,0,0,1
Olive Petroleum Co.,0,0,1,0,0,1
"Olympic Corp., Ltd.",0,0,1,0,0,1
Olympic Realty Corp.,0,0,1,0,0,1
Oneto Bros,0,0,1,0,0,1
"Onyx Oil Co., Ltd.",0,0,1,0,0,1
Opm Oil Co.,0,0,1,0,0,1
Optic Oil Syndicate,0,0,1,0,0,1
Orange County Sanitation District,0,0,1,0,0,1
"Orangethorpe Corp., Ltd.",0,0,1,0,0,1
Oregon Oil and Dev. Co.,0,0,1,0,0,1
Orestimba Oil Co.,0,0,1,0,0,1
"Orestimba Oil Co., Ltd.",0,0,1,0,0,1
Orinda Petro. Co.,0,0,1,0,0,1
Orion Expl. Co.,0,0,1,0,0,1
"Orland Oil Synd., Ltd.",0,0,1,0,0,1
Orlando Oil Corp.,0,0,1,0,0,1
Oro Negra Dev. Corp.,0,0,1,0,0,1
Oro Negro/McKenzie,0,0,1,0,0,1
Oro W L & P Co.,0,0,1,0,0,1
ORS Development Corp.,0,0,1,0,0,1
Ortega Oil Co.,0,0,1,0,0,1
Orville Stanford Inc.,0,0,1,0,0,1
Oscar F. Catalano & Trueman W. Stansbury,0,0,1,0,0,1
Oscar S. Norton and William Jones,0,0,1,0,0,1
Osmore Cook,0,0,1,0,0,1
OTEC,0,0,1,0,0,1
Otis Hoyt Company,0,0,1,0,0,1
Otto W. Clark,0,0,1,0,0,1
Otto Waldinger,0,0,1,0,0,1
Overland Petroleum Co.,0,0,1,0,0,1
Owens & Applegate,0,0,1,0,0,1
Owens & Dunsmoor,0,0,1,0,0,1
Owner's Oil Producing Co.,0,0,1,0,0,1
"Oxnard Oil Co., Ltd",0,0,1,0,0,1
Oxnard Operations,0,0,1,0,0,1
"OXY Lost Hills, Inc.",0,0,1,0,0,1
Ozark Oil Co.,0,0,1,0,0,1
Ozena Oil Co.,0,0,1,0,0,1
P & H Oil Co.,0,0,1,0,0,1
P & H Wrecking Co.,0,0,1,0,0,1
P & M Oil Co.,0,0,1,0,0,1
P & W Oil Co.,0,0,1,0,0,1
P and R Assoc.,0,0,1,0,0,1
P G & E Res. Co.,0,0,1,0,0,1
P. B. Anderson,0,0,1,0,0,1
P. D. Smith,0,0,1,0,0,1
P. F. Harbrecht,0,0,1,0,0,1
P. G. Cumming,0,0,1,0,0,1
P. H. Phillips,0,0,1,0,0,1
P. J. & J. E. O'Melia,0,0,1,0,0,1
P. K. & P. Oil Co.,0,0,1,0,0,1
P. L. J. Co.,0,0,1,0,0,1
P. L. Jewett et al,0,0,1,0,0,1
P. M. Oil & Gas Co.,0,0,1,0,0,1
P. Ray Asmussen,0,0,1,0,0,1
P. Welch,0,0,1,0,0,1
Pacific-Venice Oil Corp.,0,0,1,0,0,1
Pacific Alliance Medical Center,0,0,1,0,0,1
Pacific Butte Mines Co.,0,0,1,0,0,1
Pacific Clay Products,0,0,1,0,0,1
Pacific Coast Land & Oil,0,0,1,0,0,1
Pacific Consolidated Oil Co.,0,0,1,0,0,1
Pacific Crude Oil,0,0,1,0,0,1
Pacific Dev. Co.,0,0,1,0,0,1
Pacific Empire Petro. Inc.,0,0,1,0,0,1
Pacific Exploration Corp.,0,0,1,0,0,1
Pacific Gulf Oil Company,0,0,1,0,0,1
Pacific Inland Oil Co,0,0,1,0,0,1
Pacific National Co.,0,0,1,0,0,1
Pacific Petro. Prod. Inc.,0,0,1,0,0,1
Pacific Petro. Syndicate,0,0,1,0,0,1
Pacific Slope Oil Co.,0,0,1,0,0,1
Pacific Western Oil Co.,0,0,1,0,0,1
Pacific Western Oil Corporation,0,0,1,0,0,1
Pacific Wst. Oil & Getty Inc.,0,0,1,0,0,1
Pacifica Medical Center,0,0,1,0,0,1
Pacifica Oil Company,0,0,1,0,0,1
Pacoima Petro. & Helium Gas,0,0,1,0,0,1
Padran Oil Corp.,0,0,1,0,0,1
Padres Oil Co.,0,0,1,0,0,1
Padua Oil Co.,0,0,1,0,0,1
Page and Davis,0,0,1,0,0,1
Page Petro. Corp.,0,0,1,0,0,1
Pago Grande Oil Co.,0,0,1,0,0,1
Pal Pen Oil Co.,0,0,1,0,0,1
Palm Ridge Oil Co.,0,0,1,0,0,1
Palma Oil Co.,0,0,1,0,0,1
Palmer Stendel Oil Corp.,0,0,1,0,0,1
Paloma Oil Co.,0,0,1,0,0,1
Palomar Petro. Co.,0,0,1,0,0,1
Palos Verdes Corp.,0,0,1,0,0,1
Palos Verdes Estates Inc.,0,0,1,0,0,1
Pan Cal Petro. Co.,0,0,1,0,0,1
Panorama Oil Company,0,0,1,0,0,1
"Panther Energy Company, LLC",0,0,1,0,0,1
Par-Bell Oil Co.,0,0,1,0,0,1
Par Petroleum Co.,0,0,1,0,0,1
Para-Cal Oil Corp.,0,0,1,0,0,1
Paramount Oil Co.,0,0,1,0,0,1
Park B. Jolley,0,0,1,0,0,1
Parker T. DeVilbiss,0,0,1,0,0,1
Parsons Petro. Co.,0,0,1,0,0,1
Participants Petro Corp,0,0,1,0,0,1
Parton Transportation Co. & Assoc,0,0,1,0,0,1
Paso Robles Associated Oil Co.,0,0,1,0,0,1
Paso Robles Gas Co.,0,0,1,0,0,1
Paso Robles Oil Trust,0,0,1,0,0,1
Patdot Oil Co.,0,0,1,0,0,1
Patos Drilling Co.,0,0,1,0,0,1
Patton-Baldwin Oil Co.,0,0,1,0,0,1
"Patton & Goldman, Trustees",0,0,1,0,0,1
Paul A. Medearis,0,0,1,0,0,1
Paul Bauer,0,0,1,0,0,1
Paul C Teas Oper.,0,0,1,0,0,1
Paul E. Berry,0,0,1,0,0,1
Paul E. Gregg & Assoc.,0,0,1,0,0,1
Paul E. Lehr and Anah Lehr,0,0,1,0,0,1
Paul E. Olson & Sons & R. Wayne Olson,0,0,1,0,0,1
Paul F. Travis,0,0,1,0,0,1
"Paul Fiorovich, Jr. et al",0,0,1,0,0,1
Paul Greening,0,0,1,0,0,1
Paul J. Donavan & E. L. Brace,0,0,1,0,0,1
Paul J. Patton,0,0,1,0,0,1
"Paul Jr., & Ruth Fiorovich & W.P. Lasher",0,0,1,0,0,1
Paul L. Cooper et al,0,0,1,0,0,1
Paul L. Snyder,0,0,1,0,0,1
Paul M. Lewis,0,0,1,0,0,1
Paul N. Baker,0,0,1,0,0,1
Paul O. Waggoner,0,0,1,0,0,1
Paul W. Trousdale and T. K. Sterling,0,0,1,0,0,1
Paula Oil Co.,0,0,1,0,0,1
Pauline F. Hughes,0,0,1,0,0,1
Pauly Petroleum Inc.,0,0,1,0,0,1
"Payette, Callaghan & .",0,0,1,0,0,1
"PCB Oil Co., Ltd.",0,0,1,0,0,1
Pearl Durnal,0,0,1,0,0,1
Pearson & Phillips,0,0,1,0,0,1
Pearson Petro. Corp.,0,0,1,0,0,1
Pebble Beach Oil Co.,0,0,1,0,0,1
Pedersen & Abacherli,0,0,1,0,0,1
Pedersen Development Co.,0,0,1,0,0,1
Peerless Associates,0,0,1,0,0,1
"Peerless Laundry Co., Ltd",0,0,1,0,0,1
Penge Oil Co.,0,0,1,0,0,1
Penn-Kan Oil Co.,0,0,1,0,0,1
"Penn, Inc.",0,0,1,0,0,1
"Pennant Operating Co., Oper.",0,0,1,0,0,1
Pennzoil Company,0,0,1,0,0,1
Pentagon Oil Co.,0,0,1,0,0,1
Peoples Associated Oil Co.,0,0,1,0,0,1
Per-Col Oil Co.,0,0,1,0,0,1
Perri Oil Co.,0,0,1,0,0,1
Perry Drlg. Co.,0,0,1,0,0,1
Pestana Oil Co.,0,0,1,0,0,1
"Petaluma Expl. Co., Ltd.",0,0,1,0,0,1
"Petcamp Oil Co., Ltd.",0,0,1,0,0,1
Petco Oil,0,0,1,0,0,1
Peter A. Hilliard,0,0,1,0,0,1
Peter J. Belluci,0,0,1,0,0,1
Peter Schmit,0,0,1,0,0,1
Peter Schwabenland,0,0,1,0,0,1
Pethybridge and Erlich,0,0,1,0,0,1
"Petrex, Inc.",0,0,1,0,0,1
Petrie Associates,0,0,1,0,0,1
"Petro-Gas, Inc.",0,0,1,0,0,1
Petro-Tek,0,0,1,0,0,1
"Petro-Well Production Co., Ltd.",0,0,1,0,0,1
"Petro Tieg, Inc.",0,0,1,0,0,1
Petrodyne Co.,0,0,1,0,0,1
Petrol Producers and Refiners,0,0,1,0,0,1
"Petroleum Consolidated, Ltd.",0,0,1,0,0,1
Petroleum Enterprises Co.,0,0,1,0,0,1
"Petroleum Exploration Co., Inc.",0,0,1,0,0,1
Petroleum Investment Company,0,0,1,0,0,1
Petroleum Prod. Engineers,0,0,1,0,0,1
Petroleum Producers Inc.,0,0,1,0,0,1
Petroleum Products Syndicate,0,0,1,0,0,1
Petroleum Properties Inc.,0,0,1,0,0,1
Petroleum Reserve Corporation,0,0,1,0,0,1
Petroleum Supply Company,0,0,1,0,0,1
Petrolia Corp.,0,0,1,0,0,1
"Petrolphysics, Ltd.",0,0,1,0,0,1
Petroly Oil Co.,0,0,1,0,0,1
Petromont Oil Corp.,0,0,1,0,0,1
"Petropar, Inc.",0,0,1,0,0,1
Petsec Energy Inc.,0,0,1,0,0,1
Phil H. Phillips,0,0,1,0,0,1
"Philco Petro. Co., Ltd.",0,0,1,0,0,1
Philip R. Brain Oil Co.,0,0,1,0,0,1
Philip W. Witte,0,0,1,0,0,1
Phillip T. Sharples,0,0,1,0,0,1
Phillips Investment Corp. of Calif. and John S. Hagestad Drilling Co.,0,0,1,0,0,1
Phoenix-Hinds Oil,0,0,1,0,0,1
Pico Dome Oil & Gas Co.,0,0,1,0,0,1
Pierce Petroleum Corp. Inc.,0,0,1,0,0,1
Pike and Associates,0,0,1,0,0,1
Pine Canyon Oil Co.,0,0,1,0,0,1
Pine Ridge Oil Co.,0,0,1,0,0,1
Pioneer,0,0,1,0,0,1
Pioneer Holding Co.,0,0,1,0,0,1
"Pioneer Petro. Co., Ltd",0,0,1,0,0,1
Pira & DeSpain,0,0,1,0,0,1
Piru Creek Ventura,0,0,1,0,0,1
Piru Petro. Co.,0,0,1,0,0,1
Pismo Oil Co.,0,0,1,0,0,1
Piute Holding Co.,0,0,1,0,0,1
Pixley Development,0,0,1,0,0,1
Placerita Oil Prod.,0,0,1,0,0,1
Plains Oil Co.,0,0,1,0,0,1
Plains Oil Co. No. 4,0,0,1,0,0,1
Pleyto Cons. Oil,0,0,1,0,0,1
Plyler Oil Operations,0,0,1,0,0,1
Plymouth Oil Co.,0,0,1,0,0,1
Pohle Oil & Gas Inc.,0,0,1,0,0,1
Polvadero Oil Co.,0,0,1,0,0,1
Pombco Oil Co.,0,0,1,0,0,1
Pomoc Oil Co.,0,0,1,0,0,1
Pomona Oil Co.,0,0,1,0,0,1
"Pool California Energy Services, Inc.",0,0,1,0,0,1
Porsco Operating Co.,0,0,1,0,0,1
Portable Dril. Equip.& Supp.Co.,0,0,1,0,0,1
"Porter Sesnon, Barbara Sesnon Cartan, Wm. T. Sesnon, Jr., Tenants in Common",0,0,1,0,0,1
Porterville Oil Syndicate,0,0,1,0,0,1
Positive Oil Co.,0,0,1,0,0,1
Poso Oil Co.,0,0,1,0,0,1
Poso Pete Co.,0,0,1,0,0,1
Poso Petroleum Co.,0,0,1,0,0,1
Potrero Oil Co.,0,0,1,0,0,1
Power Oil Co.,0,0,1,0,0,1
Pozo Grande Oil Co.,0,0,1,0,0,1
Prado Basin Oil Co.,0,0,1,0,0,1
Premier Extension Oil Co.,0,0,1,0,0,1
Premier Petroleum Corp.,0,0,1,0,0,1
"Presley, Wattenbarger & Cook",0,0,1,0,0,1
Prestidge Oil Company,0,0,1,0,0,1
Priest Valley Petro Co.,0,0,1,0,0,1
Primar Oil Corp. Ltd.,0,0,1,0,0,1
Prime Monterey Energy LLC,0,0,1,0,0,1
"Producing Properties, Inc.",0,0,1,0,0,1
Progressive Syndicate,0,0,1,0,0,1
"Prologis, L.P.",0,0,1,0,0,1
Prospective Inv.& Trad. Co. Ltd,0,0,1,0,0,1
"Prosperity Oil Co., Ltd.",0,0,1,0,0,1
Providence Oil Co.,0,0,1,0,0,1
Prudential Oil Co.,0,0,1,0,0,1
Prudential Pet. Co.,0,0,1,0,0,1
"Public Petroleum Company, Inc.",0,0,1,0,0,1
"Pueblo Oil co., Ltd.",0,0,1,0,0,1
Puente Dev. Assoc.,0,0,1,0,0,1
Puente Petro. Corp.,0,0,1,0,0,1
Purissima Hills Oil Co.,0,0,1,0,0,1
Puritan Oil & Refining Co.,0,0,1,0,0,1
Putah Creek Venture,0,0,1,0,0,1
Pyramid Hills Syndicate,0,0,1,0,0,1
Pyramid Prod. Co.,0,0,1,0,0,1
Pyramid Resources Inc.,0,0,1,0,0,1
Q. & S. Oil Co.,0,0,1,0,0,1
Quadrant Operating Co.,0,0,1,0,0,1
Quadri Petro. Co.,0,0,1,0,0,1
Queen and Scott,0,0,1,0,0,1
"Quinby Oil, Inc.",0,0,1,0,0,1
Quinn Ranch Oil Corp.,0,0,1,0,0,1
Quinn Ranch Oil Development Corporation,0,0,1,0,0,1
R-K Drilling Co. Inc.,0,0,1,0,0,1
R-K Oil Co.,0,0,1,0,0,1
R & K Hammerlee,0,0,1,0,0,1
R & L Prod. Co.,0,0,1,0,0,1
"R & R Entertainment, Inc.",0,0,1,0,0,1
R & R Oil Co.,0,0,1,0,0,1
"R. A. Betz, Oper.",0,0,1,0,0,1
R. A. Dean & Assoc.,0,0,1,0,0,1
"R. A. Rowan, E. Armstrong & J. Babcock",0,0,1,0,0,1
R. B. Blodget Company,0,0,1,0,0,1
R. B. Jackson & C. H. Chamberlain,0,0,1,0,0,1
R. B. Jackson & Cliff E. Zillgitt,0,0,1,0,0,1
R. B. Jackson and B. W. McCune,0,0,1,0,0,1
R. B. O'Meara,0,0,1,0,0,1
"R. Bruce Grey, Operator",0,0,1,0,0,1
R. C. Foerster & C C Kreis,0,0,1,0,0,1
R. C. Williams,0,0,1,0,0,1
R. Carl Larkins,0,0,1,0,0,1
R. D. Clarke,0,0,1,0,0,1
R. D. Coffee,0,0,1,0,0,1
R. D. Mathis,0,0,1,0,0,1
R. D. Willard,0,0,1,0,0,1
R. E. Bering - Kern Operator,0,0,1,0,0,1
R. E. Bering & Assoc.,0,0,1,0,0,1
R. E. Bering & The Mitchel Co.,0,0,1,0,0,1
"R. E. Bering, Trustee",0,0,1,0,0,1
R. E. Burke Trustee,0,0,1,0,0,1
R. E. Doherty,0,0,1,0,0,1
R. E. Havenstrite,0,0,1,0,0,1
R. E. Hibbert,0,0,1,0,0,1
R. E. Peterson,0,0,1,0,0,1
R. E. Struve,0,0,1,0,0,1
R. E. Troutt,0,0,1,0,0,1
R. E. Y. Energy Associates,0,0,1,0,0,1
R. F. D. Petro. Co.,0,0,1,0,0,1
R. G. Greene,0,0,1,0,0,1
R. H.  Beel Dev. Co.,0,0,1,0,0,1
R. H. Bess,0,0,1,0,0,1
R. H. Lockbaum,0,0,1,0,0,1
R. H. McIntosh,0,0,1,0,0,1
R. H. Sayers,0,0,1,0,0,1
R. H. Vaughan & Associates,0,0,1,0,0,1
R. Hector McIntosh,0,0,1,0,0,1
R. L. Bauman et al,0,0,1,0,0,1
R. L. Triplett,0,0,1,0,0,1
"R. L. Wheelock, Collins, Abercrombie &.",0,0,1,0,0,1
R. M. Claire,0,0,1,0,0,1
"R. M. Kiesau, Operator",0,0,1,0,0,1
R. Mausard & A.L. Jameson,0,0,1,0,0,1
R. R. Richey,0,0,1,0,0,1
R. Robert Renaud,0,0,1,0,0,1
R. S. Ballantyne,0,0,1,0,0,1
R. S. Lytle,0,0,1,0,0,1
R. S. Miesse,0,0,1,0,0,1
R. Scott Price,0,0,1,0,0,1
R. T. Colter and W. G. McAdoo,0,0,1,0,0,1
"R. V. Quinn, Oper.",0,0,1,0,0,1
R. W. and Geo. H. Jackson,0,0,1,0,0,1
R. W. B. Gas & Oil Co.,0,0,1,0,0,1
R. W. Caspers,0,0,1,0,0,1
R. W. Cypher & Assoc.,0,0,1,0,0,1
R. W. Jerman & Frank R. Bartee,0,0,1,0,0,1
R. W. Jerman and Associates,0,0,1,0,0,1
R. W. McBurney,0,0,1,0,0,1
R. W. Russell,0,0,1,0,0,1
"R. W. Willis, Operator",0,0,1,0,0,1
R. Y. H. Oil Co.,0,0,1,0,0,1
R. Y. Hanlon,0,0,1,0,0,1
R.F.D. Co.,0,0,1,0,0,1
"Ra-Lite Petro., Inc.",0,0,1,0,0,1
Raco Oil Co.,0,0,1,0,0,1
Rae Oil Co.,0,0,1,0,0,1
Rako Oil Co.,0,0,1,0,0,1
Raldo Exploration Co.,0,0,1,0,0,1
Ralph J. Brown,0,0,1,0,0,1
Ralph Lavin Trustee,0,0,1,0,0,1
Ramona Home,0,0,1,0,0,1
Ranchers' Oil Co.,0,0,1,0,0,1
Rancho de la Puente Oil Co.,0,0,1,0,0,1
Rancho Energy Consultants Inc,0,0,1,0,0,1
"Rancho Oil Corp., Ltd.",0,0,1,0,0,1
"Rancho Oils, Inc.",0,0,1,0,0,1
Rancho Sausal Petro. Co.,0,0,1,0,0,1
Randall E. Presley,0,0,1,0,0,1
Randall Oil Corp.,0,0,1,0,0,1
Randy J. & Deborah R. Allison,0,0,1,0,0,1
"Range Oil Co., Ltd.",0,0,1,0,0,1
Range Oil Corp.& Lee A. Ault,0,0,1,0,0,1
Rankin & Taylor,0,0,1,0,0,1
Rankin & Williams,0,0,1,0,0,1
Rapp Oil Co.,0,0,1,0,0,1
Rawe-Berger and Assoc.,0,0,1,0,0,1
Ray E. McLane & Associates,0,0,1,0,0,1
Ray J. Flanders,0,0,1,0,0,1
Ray M. Uyeshima and H. T. Hoover,0,0,1,0,0,1
"Ray Mustang, Oper.",0,0,1,0,0,1
Ray W. Stevens,0,0,1,0,0,1
Ray W. Stevens & Associates,0,0,1,0,0,1
Ray W. Wilson,0,0,1,0,0,1
"Rayatt Oil Corp., Ltd.",0,0,1,0,0,1
Rayger Oil Company,0,0,1,0,0,1
Raymond D. Herzog,0,0,1,0,0,1
Raymond D. Weller,0,0,1,0,0,1
Raymond Oil Co.,0,0,1,0,0,1
Razorback Oil & Gas Co.,0,0,1,0,0,1
Recknagel & Owens,0,0,1,0,0,1
Red Bluff Assoc.,0,0,1,0,0,1
Red Star Oil Co. and Ward,0,0,1,0,0,1
"Red Willow California, LLC",0,0,1,0,0,1
Redi Corp.,0,0,1,0,0,1
Reed Elkins,0,0,1,0,0,1
Reef Oil Co.,0,0,1,0,0,1
Reese Hylton,0,0,1,0,0,1
"Reeves Aylmore, Jr.",0,0,1,0,0,1
Refugio Oil Co.,0,0,1,0,0,1
"Regina Oil Corp., Ltd.",0,0,1,0,0,1
Register Oil Co.,0,0,1,0,0,1
Reliance Producers Inc.,0,0,1,0,0,1
Repetto Hills Petro. Corp.,0,0,1,0,0,1
Republic Producing Co.,0,0,1,0,0,1
Reservoir Hill Gasoline,0,0,1,0,0,1
Retari Co. Inc.,0,0,1,0,0,1
"Reuben Agran, Trustee",0,0,1,0,0,1
Reunion Energy Company,0,0,1,0,0,1
Rex C Gale,0,0,1,0,0,1
Rex Spaith,0,0,1,0,0,1
Rex W. Jones,0,0,1,0,0,1
Rexroth & Rexroth,0,0,1,0,0,1
Reynolds-Knudsen,0,0,1,0,0,1
Reynolds Exploration Co.,0,0,1,0,0,1
Reynolds Oil Co.,0,0,1,0,0,1
Richard C. Davoust,0,0,1,0,0,1
Richard D. Carpenter,0,0,1,0,0,1
Richard E. Frasch,0,0,1,0,0,1
Richard E. Tifft,0,0,1,0,0,1
Richard E. Viertel,0,0,1,0,0,1
Richard H Delano,0,0,1,0,0,1
Richard L. Parris & L. L. Curyea,0,0,1,0,0,1
Richard Miller,0,0,1,0,0,1
Richard O. Maze,0,0,1,0,0,1
Richard Oil Co.,0,0,1,0,0,1
Richard P. Kelter,0,0,1,0,0,1
Richard R. Workman and Carl O. Spath,0,0,1,0,0,1
Richard S. Prather,0,0,1,0,0,1
Richards & Devine,0,0,1,0,0,1
Richards Oil Co.,0,0,1,0,0,1
Ridgewood Energy Industries Inc.,0,0,1,0,0,1
Ried Development Co.,0,0,1,0,0,1
Rincon Operating Co.,0,0,1,0,0,1
Ring Oil Co. Ltd,0,0,1,0,0,1
Rinide Oil Co.,0,0,1,0,0,1
Rio Bravo Disposal Facility,0,0,1,0,0,1
Rio Bravo Poso,0,0,1,0,0,1
Rio Cal Petroleum Corp. Ltd.,0,0,1,0,0,1
Riokern Oil Co.,0,0,1,0,0,1
Rippy-Robinett-Post,0,0,1,0,0,1
Riva Oil & Gas Co.,0,0,1,0,0,1
Riverbend Oil Corp.,0,0,1,0,0,1
Riverside-Ventura Oil Co.,0,0,1,0,0,1
Riviera Petroleum Co.,0,0,1,0,0,1
RNS Oil Co.,0,0,1,0,0,1
Robal Petro. Ltd.,0,0,1,0,0,1
Robert & Ada Winton,0,0,1,0,0,1
Robert B. Doe,0,0,1,0,0,1
"Robert B. Doe, Operator",0,0,1,0,0,1
Robert B. Law Jr.,0,0,1,0,0,1
"Robert B. Moran, Operator",0,0,1,0,0,1
"Robert Bromberg, Trustee for Community.",0,0,1,0,0,1
Robert C Wilcox,0,0,1,0,0,1
"Robert C. Gillis, Receiver (for Western Oil & Refining Co.)",0,0,1,0,0,1
Robert Dopyera and M. V. Bartch,0,0,1,0,0,1
"Robert E. & Ruby C. Beasley, Trustees",0,0,1,0,0,1
Robert E. Abbe,0,0,1,0,0,1
"Robert E. Baumgarten, Oper.",0,0,1,0,0,1
Robert E. Jackson,0,0,1,0,0,1
Robert Egger,0,0,1,0,0,1
"Robert H. Miller, Operator",0,0,1,0,0,1
Robert Jay Brandt,0,0,1,0,0,1
Robert L. Ibsen,0,0,1,0,0,1
Robert S. Lytle,0,0,1,0,0,1
Robert S. Rocco,0,0,1,0,0,1
Robert Seanor,0,0,1,0,0,1
Robert Tanguay,0,0,1,0,0,1
Robert W. Moore,0,0,1,0,0,1
Robert W. Ogle,0,0,1,0,0,1
Robert W. Shull Co. Property Mgmnt.,0,0,1,0,0,1
Robert Watchorn,0,0,1,0,0,1
Robert Whisenant,0,0,1,0,0,1
Roberts & Avery,0,0,1,0,0,1
Roberts Island-Ltd.,0,0,1,0,0,1
Robin Petro. Co.,0,0,1,0,0,1
Robinette & Daniels,0,0,1,0,0,1
Robst,0,0,1,0,0,1
Rocima Oil Co.,0,0,1,0,0,1
Rock Amalgamated,0,0,1,0,0,1
Rock Creek Dev. Co.,0,0,1,0,0,1
Rocket Oil & Gas Corp.,0,0,1,0,0,1
Rockwell & Hansmeyer,0,0,1,0,0,1
Rohrig Petroleum Co.,0,0,1,0,0,1
Rolling Hills Assoc,0,0,1,0,0,1
Rolling Hills Country Club,0,0,1,0,0,1
Romara Energy Inc.,0,0,1,0,0,1
Romaro Oil Company,0,0,1,0,0,1
Ronald A Louden,0,0,1,0,0,1
Ronald C. Smith and Assoc.,0,0,1,0,0,1
Rood-Miller Assoc.,0,0,1,0,0,1
Rood Assoc.,0,0,1,0,0,1
"Root, Shoup and Millikin",0,0,1,0,0,1
Roscoe Oil Co.,0,0,1,0,0,1
Rose Matthes Osborn,0,0,1,0,0,1
Rose Oil Co.,0,0,1,0,0,1
Rosebrand Petro. Co.,0,0,1,0,0,1
Rotary Drillers Inc.,0,0,1,0,0,1
Rothschild Oil Co. & Josephine E. Kebow,0,0,1,0,0,1
Rougeot Oil & Gas Corp.,0,0,1,0,0,1
"Round Mountain Oil Company, Ltd.",0,0,1,0,0,1
Rowan Oil Co.,0,0,1,0,0,1
Rowepet Oil Co.,0,0,1,0,0,1
Roy C. and Georgette M. Cravey,0,0,1,0,0,1
"Roy E. Fife, Jr.",0,0,1,0,0,1
"Roy Edward Fife, Clifton Cramer and Johnie O. Owen",0,0,1,0,0,1
"Roy Hitchcock, Oper.",0,0,1,0,0,1
Roy Lee,0,0,1,0,0,1
Roy M. Christenson,0,0,1,0,0,1
Roy M. Rhoads,0,0,1,0,0,1
Roy N. Bishop Trustee,0,0,1,0,0,1
